date,ville,categorie,produit,quantite,montant
2023-01-27,Tourcoing,Sport,Ballon foot,4,380.38
2023-01-27,Lille,Électroménager,Réfrigérateur,8,3098.96
2023-01-27,Lille,Mode,T-shirt coton,2,1009.34
2023-01-27,Roubaix,Électroménager,Aspirateur,5,955.9
2023-01-27,Dunkerque,Maison,Canapé 3 places,1,246.23
2023-01-27,Tourcoing,Électroménager,Aspirateur,5,955.9
2023-01-27,Tourcoing,Mode,Baskets ville,7,2901.21
2023-01-28,Valenciennes,Sport,Chaussures running,1,569.53
2023-01-28,Tourcoing,Sport,Tapis yoga,4,2633.44
2023-01-28,Dunkerque,Mode,Pull laine,6,5306.94
2023-01-28,Lille,Mode,Pull laine,3,2653.47
2023-01-28,Roubaix,Maison,Couette 220x240,2,448.18
2023-01-28,Lille,Maison,Lampe LED,6,805.32
2023-01-28,Tourcoing,Sport,Maillot bain,7,2455.39
2023-01-28,Valenciennes,Sport,Haltères 10kg,1,98.3
2023-01-28,Amiens,Sport,Vélo VTT,5,2726.05
2023-01-28,Tourcoing,Bricolage,Échelle alu,6,2128.02
2023-01-28,Dunkerque,Sport,Vélo VTT,1,545.21
2023-01-28,Roubaix,Électroménager,Réfrigérateur,5,1840.01
2023-01-28,Amiens,Sport,Raquette tennis,2,1412.38
2023-01-28,En ligne,Électroménager,Aspirateur,8,1376.5
2023-01-28,Lille,Mode,T-shirt coton,4,2018.68
2023-01-28,En ligne,Bricolage,Échelle alu,1,354.67
2023-01-28,Lille,Électroménager,Réfrigérateur,3,1162.11
2023-01-28,En ligne,Maison,Set casseroles,1,706.85
2023-01-29,En ligne,Sport,Ballon foot,2,200.2
2023-01-29,Lille,Maison,Couette 220x240,3,605.04
2023-01-29,Tourcoing,Bricolage,Échelle alu,1,354.67
2023-01-29,Roubaix,Mode,Veste hiver,1,655.99
2023-01-29,Amiens,Bricolage,Échelle alu,1,354.67
2023-01-29,Tourcoing,Mode,T-shirt coton,1,454.2
2023-01-29,Lille,Mode,Veste hiver,2,1311.98
2023-01-29,Roubaix,Bricolage,Boîte à outils,6,499.26
2023-01-29,Roubaix,Maison,Canapé 3 places,4,984.92
2023-01-29,Valenciennes,Mode,Baskets ville,2,921.02
2023-01-29,Lille,Maison,Rideau occultant,5,480.75
2023-01-29,Dunkerque,Maison,Couette 220x240,7,1568.63
2023-01-29,En ligne,Sport,Tapis yoga,2,1316.72
2023-01-29,En ligne,Électroménager,Robot cuiseur,1,224.97
2023-01-29,Dunkerque,Bricolage,Perceuse,5,501.88
2023-01-29,Roubaix,Bricolage,Échelle alu,2,673.87
2023-01-29,Dunkerque,Électroménager,Robot cuiseur,3,749.91
2023-01-29,En ligne,Bricolage,Échelle alu,4,1347.75
2023-01-29,Tourcoing,Électroménager,Aspirateur,4,764.72
2023-01-29,Roubaix,Électroménager,Réfrigérateur,6,2324.22
2023-01-30,Lille,Bricolage,Perceuse,4,422.64
2023-01-30,Roubaix,Maison,Lampe LED,1,134.22
2023-01-30,Tourcoing,Sport,Raquette tennis,8,5649.52
2023-01-30,Roubaix,Mode,Robe été,6,1779.12
2023-01-30,Dunkerque,Bricolage,Tournevis set,3,1908.84
2023-01-30,En ligne,Mode,T-shirt coton,6,3028.02
2023-01-30,Tourcoing,Électroménager,Aspirateur,4,764.72
2023-01-30,En ligne,Sport,Raquette tennis,4,2824.76
2023-01-30,Lille,Bricolage,Boîte à outils,4,332.84
2023-01-30,Lille,Bricolage,Échelle alu,1,283.74
2023-01-30,Roubaix,Bricolage,Peinture 5L,1,548.1
2023-01-30,Lille,Maison,Rideau occultant,3,273.27
2023-01-30,Amiens,Mode,Veste hiver,5,3279.95
2023-01-30,Tourcoing,Électroménager,Micro-ondes,5,2265.8
2023-01-30,Lille,Maison,Rideau occultant,8,809.68
2023-01-30,En ligne,Sport,Haltères 10kg,6,560.31
2023-01-30,Lille,Maison,Set casseroles,3,2120.55
2023-01-30,En ligne,Maison,Couette 220x240,5,1120.45
2023-01-30,Dunkerque,Bricolage,Boîte à outils,4,332.84
2023-01-30,Lille,Maison,Lampe LED,5,671.1
2023-01-30,Tourcoing,Mode,Pull laine,8,6722.12
2023-01-31,Lille,Bricolage,Tournevis set,7,4453.96
2023-01-31,Lille,Mode,Pull laine,3,2520.8
2023-01-31,Dunkerque,Mode,Veste hiver,2,1311.98
2023-01-31,Amiens,Bricolage,Tournevis set,5,3181.4
2023-01-31,Valenciennes,Mode,Veste hiver,4,2623.96
2023-01-31,Tourcoing,Électroménager,Aspirateur,2,382.36
2023-01-31,Lille,Mode,Veste hiver,3,1771.17
2023-01-31,Lille,Bricolage,Tournevis set,3,1908.84
2023-01-31,Roubaix,Sport,Haltères 10kg,3,294.9
2023-01-31,Amiens,Bricolage,Tournevis set,5,3022.33
2023-01-31,Lille,Sport,Maillot bain,2,701.54
2023-01-31,Tourcoing,Maison,Set casseroles,7,4947.95
2023-01-31,Lille,Bricolage,Perceuse,3,316.98
2023-02-01,Roubaix,Maison,Canapé 3 places,2,492.46
2023-02-01,Lille,Mode,Baskets ville,4,1842.04
2023-02-01,En ligne,Électroménager,Réfrigérateur,1,387.37
2023-02-01,Valenciennes,Maison,Étagère bois,5,1397.95
2023-02-01,Roubaix,Maison,Étagère bois,2,559.18
2023-02-01,Lille,Mode,Jean homme,1,258.66
2023-02-01,Dunkerque,Mode,Jean homme,2,544.54
2023-02-01,Roubaix,Mode,Baskets ville,1,460.51
2023-02-01,Lille,Sport,Haltères 10kg,1,98.3
2023-02-01,Valenciennes,Bricolage,Tournevis set,1,509.02
2023-02-01,Dunkerque,Sport,Tapis yoga,4,2633.44
2023-02-01,Tourcoing,Sport,Raquette tennis,3,2012.64
2023-02-01,En ligne,Mode,Baskets ville,2,921.02
2023-02-01,Amiens,Électroménager,Cafetière,1,392.24
2023-02-01,En ligne,Mode,Robe été,3,889.56
2023-02-01,Dunkerque,Sport,Tapis yoga,3,1975.08
2023-02-01,Amiens,Mode,Robe été,2,563.39
2023-02-01,Roubaix,Électroménager,Micro-ondes,5,2265.8
2023-02-02,Tourcoing,Mode,Veste hiver,2,1311.98
2023-02-02,Lille,Sport,Chaussures running,3,1623.16
2023-02-02,Roubaix,Électroménager,Robot cuiseur,2,499.94
2023-02-02,En ligne,Mode,Jean homme,2,517.31
2023-02-02,Dunkerque,Électroménager,Réfrigérateur,1,348.63
2023-02-02,Dunkerque,Bricolage,Tournevis set,1,636.28
2023-02-02,En ligne,Électroménager,Réfrigérateur,2,774.74
2023-02-02,Amiens,Maison,Lampe LED,2,214.75
2023-02-02,Dunkerque,Mode,Pull laine,4,3537.96
2023-02-02,Lille,Électroménager,Aspirateur,2,382.36
2023-02-02,Roubaix,Bricolage,Boîte à outils,5,395.25
2023-02-02,Lille,Sport,Vélo VTT,4,2180.84
2023-02-02,En ligne,Électroménager,Bouilloire,2,1379.48
2023-02-02,Dunkerque,Bricolage,Échelle alu,3,1064.01
2023-02-02,Valenciennes,Électroménager,Aspirateur,3,573.54
2023-02-02,Lille,Maison,Étagère bois,4,1118.36
2023-02-02,Valenciennes,Électroménager,Bouilloire,2,1452.08
2023-02-02,Roubaix,Mode,Pull laine,1,884.49
2023-02-02,Tourcoing,Bricolage,Échelle alu,3,1064.01
2023-02-03,Tourcoing,Mode,Robe été,1,281.69
2023-02-03,Dunkerque,Bricolage,Peinture 5L,2,1218.0
2023-02-03,Tourcoing,Maison,Rideau occultant,4,364.36
2023-02-03,Dunkerque,Électroménager,Réfrigérateur,3,1162.11
2023-02-03,Amiens,Sport,Ballon foot,2,200.2
2023-02-03,Amiens,Sport,Maillot bain,3,1052.31
2023-02-03,En ligne,Bricolage,Boîte à outils,3,199.7
2023-02-03,Roubaix,Électroménager,Bouilloire,3,2069.21
2023-02-03,Roubaix,Sport,Haltères 10kg,1,98.3
2023-02-03,Dunkerque,Maison,Étagère bois,3,838.77
2023-02-03,Lille,Maison,Rideau occultant,2,202.42
2023-02-03,En ligne,Électroménager,Cafetière,1,392.24
2023-02-03,Dunkerque,Sport,Chaussures running,4,2278.12
2023-02-03,Dunkerque,Maison,Étagère bois,2,559.18
2023-02-03,Amiens,Électroménager,Cafetière,3,1176.72
2023-02-03,Tourcoing,Bricolage,Perceuse,3,316.98
2023-02-03,Amiens,Bricolage,Boîte à outils,4,266.27
2023-02-03,Lille,Sport,Haltères 10kg,3,294.9
2023-02-04,Valenciennes,Maison,Canapé 3 places,3,738.69
2023-02-04,Tourcoing,Bricolage,Échelle alu,4,1418.68
2023-02-04,Amiens,Sport,Raquette tennis,1,670.88
2023-02-04,Amiens,Électroménager,Micro-ondes,1,362.53
2023-02-04,En ligne,Sport,Maillot bain,4,1403.08
2023-02-04,Dunkerque,Maison,Couette 220x240,1,224.09
2023-02-04,Tourcoing,Maison,Set casseroles,1,706.85
2023-02-04,Roubaix,Maison,Lampe LED,2,268.44
2023-02-04,Roubaix,Sport,Maillot bain,4,1332.93
2023-02-04,Amiens,Maison,Set casseroles,2,1413.7
2023-02-04,Lille,Sport,Chaussures running,4,2278.12
2023-02-04,Amiens,Sport,Chaussures running,3,1708.59
2023-02-04,Tourcoing,Sport,Ballon foot,1,100.1
2023-02-04,Valenciennes,Mode,Robe été,3,889.56
2023-02-04,Amiens,Maison,Étagère bois,1,279.59
2023-02-04,Amiens,Bricolage,Perceuse,1,105.66
2023-02-04,Lille,Mode,Baskets ville,3,1381.53
2023-02-05,Roubaix,Bricolage,Peinture 5L,1,548.1
2023-02-05,Tourcoing,Sport,Vélo VTT,1,545.21
2023-02-05,Valenciennes,Maison,Canapé 3 places,1,246.23
2023-02-05,Lille,Électroménager,Bouilloire,2,1452.08
2023-02-05,Valenciennes,Maison,Set casseroles,2,1413.7
2023-02-05,Tourcoing,Bricolage,Tournevis set,3,1908.84
2023-02-05,Lille,Électroménager,Cafetière,1,353.02
2023-02-05,Dunkerque,Bricolage,Peinture 5L,2,1218.0
2023-02-05,Amiens,Mode,Baskets ville,3,1381.53
2023-02-05,Roubaix,Électroménager,Aspirateur,1,191.18
2023-02-05,Lille,Bricolage,Peinture 5L,1,609.0
2023-02-05,Valenciennes,Maison,Rideau occultant,3,303.63
2023-02-05,Roubaix,Mode,Baskets ville,4,1842.04
2023-02-05,Lille,Bricolage,Échelle alu,2,709.34
2023-02-05,Lille,Maison,Couette 220x240,1,224.09
2023-02-06,Lille,Sport,Maillot bain,3,841.85
2023-02-06,Roubaix,Électroménager,Aspirateur,1,191.18
2023-02-06,Tourcoing,Mode,Jean homme,1,245.04
2023-02-06,Lille,Sport,Haltères 10kg,3,294.9
2023-02-06,Roubaix,Sport,Maillot bain,3,1052.31
2023-02-06,Roubaix,Sport,Maillot bain,1,350.77
2023-02-06,Amiens,Sport,Haltères 10kg,3,294.9
2023-02-06,Amiens,Électroménager,Robot cuiseur,1,224.97
2023-02-06,Lille,Sport,Vélo VTT,2,1090.42
2023-02-06,Lille,Mode,Pull laine,3,2653.47
2023-02-06,Lille,Maison,Lampe LED,3,402.66
2023-02-06,Amiens,Électroménager,Réfrigérateur,2,736.0
2023-02-06,Amiens,Maison,Rideau occultant,1,101.21
2023-02-06,Tourcoing,Maison,Lampe LED,1,134.22
2023-02-06,Amiens,Sport,Chaussures running,4,2278.12
2023-02-07,Tourcoing,Bricolage,Perceuse,1,105.66
2023-02-07,Dunkerque,Maison,Rideau occultant,2,202.42
2023-02-07,En ligne,Électroménager,Robot cuiseur,1,249.97
2023-02-07,Dunkerque,Électroménager,Micro-ondes,1,430.5
2023-02-07,Amiens,Sport,Maillot bain,3,1052.31
2023-02-07,Lille,Bricolage,Perceuse,3,301.13
2023-02-07,Amiens,Bricolage,Peinture 5L,3,1827.0
2023-02-07,En ligne,Bricolage,Tournevis set,2,1272.56
2023-02-07,Tourcoing,Maison,Couette 220x240,1,224.09
2023-02-07,Tourcoing,Maison,Couette 220x240,4,896.36
2023-02-07,En ligne,Maison,Canapé 3 places,3,664.82
2023-02-07,Tourcoing,Sport,Chaussures running,3,1708.59
2023-02-07,Lille,Bricolage,Tournevis set,1,509.02
2023-02-07,Amiens,Mode,Baskets ville,2,921.02
2023-02-07,Amiens,Électroménager,Bouilloire,3,2178.12
2023-02-08,Lille,Maison,Set casseroles,1,671.51
2023-02-08,En ligne,Mode,Baskets ville,2,921.02
2023-02-08,Roubaix,Bricolage,Tournevis set,2,1272.56
2023-02-08,Lille,Bricolage,Perceuse,3,301.13
2023-02-08,Valenciennes,Sport,Vélo VTT,3,1635.63
2023-02-08,Tourcoing,Bricolage,Peinture 5L,1,609.0
2023-02-08,Lille,Maison,Lampe LED,1,134.22
2023-02-08,Roubaix,Maison,Set casseroles,2,1413.7
2023-02-08,Amiens,Sport,Maillot bain,2,701.54
2023-02-08,Lille,Maison,Étagère bois,2,559.18
2023-02-08,Dunkerque,Bricolage,Échelle alu,5,1773.35
2023-02-08,Lille,Bricolage,Tournevis set,1,636.28
2023-02-08,Valenciennes,Sport,Ballon foot,1,100.1
2023-02-08,Valenciennes,Mode,Robe été,3,889.56
2023-02-08,Roubaix,Sport,Ballon foot,3,300.3
2023-02-08,Lille,Mode,T-shirt coton,2,1009.34
2023-02-09,Roubaix,Maison,Canapé 3 places,2,492.46
2023-02-09,Dunkerque,Mode,Robe été,4,1186.08
2023-02-09,Tourcoing,Mode,Baskets ville,3,1381.53
2023-02-09,Roubaix,Sport,Vélo VTT,3,1635.63
2023-02-09,Lille,Sport,Raquette tennis,4,2824.76
2023-02-09,Amiens,Électroménager,Robot cuiseur,1,249.97
2023-02-09,Dunkerque,Sport,Raquette tennis,3,2118.57
2023-02-09,Lille,Sport,Chaussures running,1,455.62
2023-02-09,En ligne,Électroménager,Réfrigérateur,2,774.74
2023-02-09,Dunkerque,Maison,Canapé 3 places,4,984.92
2023-02-09,Dunkerque,Bricolage,Boîte à outils,1,83.21
2023-02-09,Amiens,Électroménager,Aspirateur,2,382.36
2023-02-09,En ligne,Maison,Canapé 3 places,2,492.46
2023-02-09,Lille,Électroménager,Micro-ondes,3,1359.48
2023-02-09,Roubaix,Maison,Set casseroles,3,2120.55
2023-02-09,Amiens,Sport,Maillot bain,1,350.77
2023-02-09,Tourcoing,Mode,Robe été,1,296.52
2023-02-09,Amiens,Sport,Raquette tennis,2,1341.76
2023-02-09,Dunkerque,Sport,Raquette tennis,4,2824.76
2023-02-09,Dunkerque,Bricolage,Échelle alu,2,709.34
2023-02-10,Lille,Bricolage,Échelle alu,1,319.2
2023-02-10,Lille,Mode,Pull laine,2,1768.98
2023-02-10,Amiens,Bricolage,Tournevis set,2,1272.56
2023-02-10,Valenciennes,Mode,Pull laine,3,2653.47
2023-02-10,Dunkerque,Électroménager,Robot cuiseur,2,499.94
2023-02-10,En ligne,Sport,Tapis yoga,2,1316.72
2023-02-10,Lille,Maison,Rideau occultant,2,202.42
2023-02-10,Dunkerque,Mode,Jean homme,2,517.31
2023-02-10,Tourcoing,Électroménager,Aspirateur,1,152.94
2023-02-10,Roubaix,Mode,Jean homme,1,272.27
2023-02-10,Amiens,Sport,Ballon foot,1,90.09
2023-02-10,Tourcoing,Bricolage,Perceuse,2,211.32
2023-02-10,Amiens,Maison,Couette 220x240,2,448.18
2023-02-10,Roubaix,Mode,T-shirt coton,3,1514.01
2023-02-11,Amiens,Sport,Tapis yoga,3,1975.08
2023-02-11,Tourcoing,Maison,Rideau occultant,3,303.63
2023-02-11,Dunkerque,Électroménager,Cafetière,3,1117.88
2023-02-11,Lille,Sport,Haltères 10kg,1,98.3
2023-02-11,Tourcoing,Sport,Haltères 10kg,2,196.6
2023-02-11,Valenciennes,Mode,Pull laine,2,1680.53
2023-02-11,Tourcoing,Mode,T-shirt coton,2,1009.34
2023-02-11,Dunkerque,Mode,Pull laine,2,1768.98
2023-02-11,En ligne,Sport,Raquette tennis,1,706.19
2023-02-11,Tourcoing,Maison,Set casseroles,2,1413.7
2023-02-11,En ligne,Bricolage,Peinture 5L,4,2436.0
2023-02-11,Tourcoing,Électroménager,Bouilloire,1,580.83
2023-02-12,Roubaix,Sport,Tapis yoga,3,1975.08
2023-02-12,En ligne,Maison,Rideau occultant,3,303.63
2023-02-12,En ligne,Mode,Jean homme,4,1089.08
2023-02-12,Lille,Sport,Tapis yoga,4,2633.44
2023-02-12,Roubaix,Bricolage,Peinture 5L,1,609.0
2023-02-12,En ligne,Bricolage,Perceuse,1,105.66
2023-02-12,Amiens,Sport,Chaussures running,4,2278.12
2023-02-12,Lille,Sport,Vélo VTT,1,545.21
2023-02-12,Roubaix,Maison,Canapé 3 places,5,1231.15
2023-02-12,En ligne,Électroménager,Bouilloire,3,2178.12
2023-02-12,Dunkerque,Électroménager,Aspirateur,2,382.36
2023-02-12,En ligne,Maison,Canapé 3 places,1,246.23
2023-02-12,Dunkerque,Électroménager,Réfrigérateur,3,1045.9
2023-02-12,Lille,Électroménager,Bouilloire,2,1452.08
2023-02-12,En ligne,Sport,Raquette tennis,2,1341.76
2023-02-12,Amiens,Maison,Étagère bois,3,838.77
2023-02-12,Dunkerque,Sport,Vélo VTT,2,1035.9
2023-02-13,En ligne,Maison,Canapé 3 places,4,935.67
2023-02-13,Roubaix,Électroménager,Aspirateur,1,191.18
2023-02-13,Lille,Sport,Chaussures running,2,1139.06
2023-02-13,Valenciennes,Bricolage,Échelle alu,1,354.67
2023-02-13,Tourcoing,Mode,Veste hiver,2,1311.98
2023-02-13,Lille,Électroménager,Bouilloire,2,1452.08
2023-02-13,Amiens,Maison,Canapé 3 places,4,787.94
2023-02-13,Valenciennes,Mode,Jean homme,4,1034.63
2023-02-13,En ligne,Électroménager,Micro-ondes,3,1359.48
2023-02-13,Tourcoing,Maison,Set casseroles,3,1908.5
2023-02-13,Roubaix,Mode,Veste hiver,1,655.99
2023-02-13,En ligne,Mode,Robe été,2,593.04
2023-02-13,En ligne,Maison,Rideau occultant,2,202.42
2023-02-13,En ligne,Sport,Maillot bain,3,1052.31
2023-02-13,Valenciennes,Électroménager,Bouilloire,4,2613.74
2023-02-13,Lille,Maison,Étagère bois,3,838.77
2023-02-14,Dunkerque,Maison,Couette 220x240,2,448.18
2023-02-14,Roubaix,Bricolage,Échelle alu,1,354.67
2023-02-14,En ligne,Mode,Robe été,3,889.56
2023-02-14,Tourcoing,Sport,Ballon foot,1,80.08
2023-02-14,Tourcoing,Maison,Set casseroles,1,706.85
2023-02-14,Lille,Maison,Canapé 3 places,2,492.46
2023-02-14,Roubaix,Sport,Maillot bain,2,701.54
2023-02-14,Tourcoing,Sport,Chaussures running,4,2278.12
2023-02-14,Roubaix,Sport,Raquette tennis,1,706.19
2023-02-14,Roubaix,Sport,Tapis yoga,1,658.36
2023-02-14,Amiens,Mode,Veste hiver,3,1967.97
2023-02-14,Amiens,Électroménager,Micro-ondes,2,906.32
2023-02-14,Roubaix,Sport,Chaussures running,3,1708.59
2023-02-14,Dunkerque,Sport,Maillot bain,3,1052.31
2023-02-14,Dunkerque,Bricolage,Échelle alu,2,673.87
2023-02-15,Valenciennes,Sport,Vélo VTT,2,1090.42
2023-02-15,Roubaix,Sport,Vélo VTT,3,1308.5
2023-02-15,Valenciennes,Sport,Tapis yoga,1,658.36
2023-02-15,Lille,Mode,Baskets ville,1,460.51
2023-02-15,En ligne,Sport,Chaussures running,1,569.53
2023-02-15,Tourcoing,Mode,T-shirt coton,3,1362.61
2023-02-15,Dunkerque,Électroménager,Réfrigérateur,3,1045.9
2023-02-15,Amiens,Maison,Couette 220x240,1,201.68
2023-02-15,En ligne,Maison,Couette 220x240,3,605.04
2023-02-15,Dunkerque,Bricolage,Échelle alu,1,354.67
2023-02-15,Roubaix,Électroménager,Robot cuiseur,2,499.94
2023-02-15,En ligne,Maison,Couette 220x240,2,403.36
2023-02-15,Dunkerque,Sport,Haltères 10kg,1,98.3
2023-02-15,En ligne,Sport,Maillot bain,2,701.54
2023-02-15,Dunkerque,Bricolage,Boîte à outils,1,83.21
2023-02-15,Lille,Électroménager,Micro-ondes,2,906.32
2023-02-15,En ligne,Sport,Chaussures running,4,2278.12
2023-02-15,Tourcoing,Bricolage,Perceuse,1,100.38
2023-02-16,Lille,Maison,Étagère bois,1,251.63
2023-02-16,Tourcoing,Mode,T-shirt coton,5,2397.18
2023-02-16,Amiens,Sport,Chaussures running,2,1082.11
2023-02-16,Lille,Sport,Vélo VTT,2,1090.42
2023-02-16,Roubaix,Sport,Maillot bain,3,999.69
2023-02-16,Tourcoing,Bricolage,Peinture 5L,4,2436.0
2023-02-16,En ligne,Mode,Robe été,1,237.22
2023-02-16,Dunkerque,Électroménager,Aspirateur,3,573.54
2023-02-16,Amiens,Bricolage,Perceuse,3,301.13
2023-02-16,Dunkerque,Maison,Canapé 3 places,2,492.46
2023-02-16,Roubaix,Électroménager,Cafetière,4,1568.96
2023-02-16,Dunkerque,Maison,Rideau occultant,3,273.27
2023-02-16,Dunkerque,Mode,Pull laine,3,2653.47
2023-02-16,Tourcoing,Mode,Jean homme,3,735.13
2023-02-16,Amiens,Bricolage,Échelle alu,1,336.94
2023-02-16,Lille,Électroménager,Cafetière,3,1176.72
2023-02-16,Lille,Maison,Couette 220x240,2,425.77
2023-02-17,Tourcoing,Maison,Étagère bois,2,531.22
2023-02-17,Tourcoing,Mode,Pull laine,2,1415.18
2023-02-17,En ligne,Bricolage,Boîte à outils,3,224.67
2023-02-17,En ligne,Mode,Baskets ville,3,1381.53
2023-02-17,Lille,Bricolage,Peinture 5L,1,609.0
2023-02-17,En ligne,Bricolage,Peinture 5L,3,1827.0
2023-02-17,Roubaix,Bricolage,Tournevis set,4,2545.12
2023-02-17,Tourcoing,Électroménager,Bouilloire,1,653.44
2023-02-17,Amiens,Sport,Chaussures running,2,1139.06
2023-02-17,Lille,Sport,Haltères 10kg,3,294.9
2023-02-17,Tourcoing,Bricolage,Boîte à outils,4,332.84
2023-02-17,Lille,Sport,Tapis yoga,2,1316.72
2023-02-17,Amiens,Sport,Ballon foot,1,100.1
2023-02-18,Dunkerque,Sport,Maillot bain,3,1052.31
2023-02-18,Amiens,Bricolage,Boîte à outils,5,374.44
2023-02-18,Lille,Maison,Étagère bois,1,279.59
2023-02-18,Dunkerque,Mode,Veste hiver,2,1311.98
2023-02-18,Roubaix,Sport,Vélo VTT,3,1635.63
2023-02-18,Tourcoing,Bricolage,Perceuse,1,95.09
2023-02-18,Roubaix,Maison,Couette 220x240,1,224.09
2023-02-18,Lille,Électroménager,Cafetière,4,1568.96
2023-02-18,En ligne,Mode,Baskets ville,3,1312.45
2023-02-18,Lille,Sport,Ballon foot,4,400.4
2023-02-18,Roubaix,Électroménager,Aspirateur,2,382.36
2023-02-18,Lille,Maison,Set casseroles,2,1413.7
2023-02-18,Lille,Maison,Set casseroles,1,671.51
2023-02-18,Amiens,Mode,T-shirt coton,2,1009.34
2023-02-18,Tourcoing,Sport,Maillot bain,1,350.77
2023-02-18,Roubaix,Mode,T-shirt coton,3,1211.21
2023-02-19,Valenciennes,Mode,Baskets ville,2,828.92
2023-02-19,Roubaix,Maison,Étagère bois,2,559.18
2023-02-19,Lille,Bricolage,Peinture 5L,2,1218.0
2023-02-19,Dunkerque,Maison,Lampe LED,3,402.66
2023-02-19,Tourcoing,Maison,Lampe LED,2,268.44
2023-02-19,Dunkerque,Électroménager,Aspirateur,2,382.36
2023-02-19,Tourcoing,Maison,Lampe LED,2,268.44
2023-02-19,Tourcoing,Mode,Robe été,2,593.04
2023-02-19,Lille,Bricolage,Peinture 5L,4,2436.0
2023-02-19,En ligne,Électroménager,Bouilloire,3,2178.12
2023-02-19,Amiens,Sport,Raquette tennis,2,1412.38
2023-02-19,Lille,Mode,Pull laine,3,2653.47
2023-02-19,Roubaix,Sport,Chaussures running,1,455.62
2023-02-19,Roubaix,Sport,Maillot bain,2,701.54
2023-02-19,Lille,Bricolage,Perceuse,5,528.3
2023-02-19,Lille,Maison,Rideau occultant,3,303.63
2023-02-19,Dunkerque,Électroménager,Bouilloire,2,1452.08
2023-02-19,Valenciennes,Maison,Couette 220x240,4,806.72
2023-02-19,Valenciennes,Mode,T-shirt coton,4,2018.68
2023-02-19,Lille,Sport,Tapis yoga,1,592.52
2023-02-19,Roubaix,Électroménager,Robot cuiseur,1,249.97
2023-02-19,En ligne,Sport,Haltères 10kg,4,373.54
2023-02-20,Tourcoing,Sport,Tapis yoga,1,658.36
2023-02-20,Tourcoing,Électroménager,Cafetière,1,392.24
2023-02-20,En ligne,Électroménager,Aspirateur,1,191.18
2023-02-20,Roubaix,Électroménager,Cafetière,2,784.48
2023-02-20,Amiens,Maison,Couette 220x240,1,224.09
2023-02-20,Lille,Électroménager,Robot cuiseur,1,249.97
2023-02-20,Dunkerque,Mode,Jean homme,1,272.27
2023-02-20,Lille,Maison,Étagère bois,1,279.59
2023-02-20,Roubaix,Maison,Set casseroles,4,2827.4
2023-02-20,Lille,Mode,T-shirt coton,1,504.67
2023-02-20,Lille,Sport,Maillot bain,3,1052.31
2023-02-20,Dunkerque,Bricolage,Échelle alu,3,1064.01
2023-02-20,Lille,Sport,Maillot bain,1,350.77
2023-02-20,Roubaix,Électroménager,Aspirateur,1,172.06
2023-02-20,Dunkerque,Électroménager,Bouilloire,1,726.04
2023-02-20,En ligne,Sport,Tapis yoga,3,1975.08
2023-02-20,En ligne,Maison,Étagère bois,3,754.89
2023-02-20,Dunkerque,Mode,Jean homme,2,544.54
2023-02-20,Lille,Mode,Jean homme,4,1089.08
2023-02-21,Roubaix,Bricolage,Tournevis set,4,2417.86
2023-02-21,En ligne,Bricolage,Boîte à outils,3,249.63
2023-02-21,Dunkerque,Bricolage,Peinture 5L,4,2436.0
2023-02-21,Roubaix,Électroménager,Robot cuiseur,3,749.91
2023-02-21,Lille,Électroménager,Micro-ondes,3,1359.48
2023-02-21,En ligne,Maison,Étagère bois,1,279.59
2023-02-21,Roubaix,Mode,Pull laine,4,3537.96
2023-02-21,Roubaix,Électroménager,Bouilloire,2,1452.08
2023-02-21,Lille,Électroménager,Réfrigérateur,2,774.74
2023-02-21,En ligne,Sport,Raquette tennis,1,706.19
2023-02-21,Lille,Bricolage,Peinture 5L,3,1827.0
2023-02-21,Tourcoing,Maison,Canapé 3 places,2,492.46
2023-02-21,Roubaix,Sport,Vélo VTT,1,517.95
2023-02-21,Tourcoing,Sport,Haltères 10kg,3,294.9
2023-02-21,Valenciennes,Mode,Veste hiver,2,1311.98
2023-02-21,En ligne,Électroménager,Cafetière,3,1176.72
2023-02-21,Tourcoing,Bricolage,Tournevis set,2,1272.56
2023-02-21,Lille,Électroménager,Réfrigérateur,2,736.0
2023-02-21,Valenciennes,Mode,Pull laine,3,2653.47
2023-02-21,En ligne,Bricolage,Boîte à outils,3,224.67
2023-02-21,Lille,Bricolage,Boîte à outils,3,249.63
2023-02-21,Lille,Mode,Baskets ville,2,921.02
2023-02-21,Amiens,Mode,Veste hiver,2,1311.98
2023-02-22,En ligne,Bricolage,Échelle alu,2,709.34
2023-02-22,Roubaix,Électroménager,Cafetière,4,1568.96
