id,raison_sociale,pays_declare,numero_tva,date_saisie,source_saisie
377,Prima Trading AB,DK,DK13056994,2024-12-21,import_fournisseur
378,Baltic Foods NV,FI,-,2024-04-15,crm
379,Orion Technologies Oy,LU,LU98114062,2025-06-30,reprise_erp
380,Granit Consulting Lda,PT,PT.904264572,2024-11-08,crm
381,Meridian Consulting Lda,PT,PT9580527197,2024-02-29,portail_client
382,Meridian Industries NV,PL,PL870679096,2024-12-23,import_fournisseur
383,Kappa Trading A/S,FI,FI86305584,2024-04-11,portail_client
384,Global Foods Sp. z o.o.,DK,DK29720419,2024-01-12,reprise_erp
385,Atlantic Services BV,DK,DK21988553,2025-02-10,crm
386,Papyrus Industries AB,SE,SE665644448101,2024-11-24,saisie_manuelle
387,Textil Trading BV,BE,BE0416416644,2024-09-30,reprise_erp
388,Orion Transports BV,IT,IT30906869067,2024-07-11,reprise_erp
389,Meridian Foods BV,NL,NL929735552B83,2024-04-14,portail_client
390,Solaris Logistics AB,DK,DK.74966594,2025-04-19,import_fournisseur
391,Metallo Technologies Sp. z o.o.,BE,BE1157038071,2025-01-26,crm
392,Atlantic Services GmbH,IT,IT19517385332,2025-06-13,crm
393,Lusitania Consulting Sp. z o.o.,SE,188339040101,2024-08-09,saisie_manuelle
394,Vertex Technologies BV,UK,UK13271593,2024-12-04,portail_client
395,Orion Consulting NV,DK,DK45419415,2024-12-19,portail_client
396,Vertex Materials NV,NL,NL084317004B15,2025-08-31,portail_client
397,Vela Distribution Lda,FI,FI98442H47,2024-05-20,saisie_manuelle
398,Ardent Trading Lda,DK,DK09543422,2024-09-02,portail_client
399,Verso Materials BV,LU,LU88719442,2025-06-27,import_fournisseur
400,Corvus Consulting SA,LU,LU81254867,2025-09-01,portail_client
401,Vela Logistics Oy,PT,PT15638819,2024-05-04,crm
402,Fabrica Services Lda,FR,FR67365374251,2024-12-24,portail_client
403,Alpine Logistics SARL,LU,LU74294976,2024-05-14,reprise_erp
404,Vela Industries SpA,SE,SE625738304901,2024-06-03,import_fournisseur
405,Ardent Logistics Lda,NL,NL605612223B82,2025-04-25,portail_client
406,Orion Distribution SARL,FR,FR.03158245118,2025-06-08,reprise_erp
407,Ardent Materials SARL,FI,FI943097619,2025-01-18,import_fournisseur
408,Hanse Technologies SpA,PT,PT725324140,2025-04-19,saisie_manuelle
409,Fabrica Trading NV,LU,LU44327353,2024-05-28,import_fournisseur
410,Lusitania Technologies Oy,PT,264823940,2025-04-24,import_fournisseur
411,Prima Materials Lda,SE,318962345101,2024-10-14,reprise_erp
412,Verso Materials SARL,PL,PL 9698 239213,2024-01-19,crm
413,Corvus Services GmbH,IT,IT55553299044,2024-02-12,crm
414,Cobalt Industries GmbH,SE,SE6252247934017,2024-06-24,portail_client
415,Verso Services SARL,IT,IT 7295 2991692,2025-02-06,reprise_erp
416,Prima Services Oy,XX,XX57846588598,2025-03-15,saisie_manuelle
417,Prima Distribution Oy,BE,BE0472824223,2025-03-12,reprise_erp
418,Ardent Distribution GmbH,FR,  FR41712388121 ,2024-08-01,crm
419,Vela Foods Sp. z o.o.,SE,SE841226467601,2025-08-15,saisie_manuelle
420,Textil Logistics SA,FR,FR 0374 7693166,2024-10-31,import_fournisseur
421,Baltic Transports SpA,IT,null,2025-08-18,portail_client
422,Ardent Foods Oy,DK,dk91970813,2024-03-15,reprise_erp
423,Solaris Services SAS,PL,PL6228459803,2025-03-09,portail_client
424,Baltic Transports Sp. z o.o.,DK,DK92689298,2024-10-19,saisie_manuelle
425,Alpine Transports SpA,LU,LU98530137,2025-07-11,saisie_manuelle
426,Global Trading BV,IT,IT63027410586,2024-02-08,crm
427,Meridian Technologies Sp. z o.o.,NL,843131032B77,2025-06-07,reprise_erp
428,Textil Trading SA,PL,PL-4591029930,2024-09-27,import_fournisseur
429,Baltic Consulting SAS,GB,GB983761159,2025-06-20,crm
430,Atlantic Trading NV,FR,FR88996206289,2025-02-17,reprise_erp
431,Meridian Consulting SAS,BE,BE0301841333,2024-12-18,saisie_manuelle
432,Fabrica Logistics SARL,LU,LU45702813,2024-06-19,import_fournisseur
433,Atlantic Transports A/S,NL,NL.150819395B54,2024-05-27,import_fournisseur
434,Verso Logistics Sp. z o.o.,PL,PL6762668320,2025-05-04,saisie_manuelle
435,Textil Logistics BV,NL,NL049591915B34,2025-01-16,import_fournisseur
436,Atlantic Materials AB,SE,SE5123K3631201,2024-12-25,import_fournisseur
437,Delta Trading GmbH,FR,FR66712400125,2024-05-11,saisie_manuelle
438,Textil Foods A/S,FR,FR40215350453,2024-12-15,import_fournisseur
439,Fabrica Logistics GmbH,PL,PL2310242508,2025-03-22,import_fournisseur
440,Ardent Industries GmbH,FI,FI.82298209,2025-01-02,import_fournisseur
441,Baltic Transports GmbH,IT,IT19625M10266,2025-02-21,reprise_erp
442,Batavia Services SA,PT,PT100405711,2025-08-01,import_fournisseur
443,Granit Trading Lda,LU,LU-46323478,2024-11-15,crm
444,Metallo Logistics GmbH,PL,PL2287087927,2025-03-20,crm
445,Batavia Technologies AB,NL,  NL523473230B57 ,2025-02-25,saisie_manuelle
446,Azur Materials SA,PT,PT878963090,2025-02-01,saisie_manuelle
447,Batavia Foods Oy,BE,BE027570666,2025-07-13,import_fournisseur
448,Lusitania Transports Oy,FI,FI1J419039,2024-06-30,reprise_erp
449,Vertex Materials GmbH,PT,PT9734988541,2025-05-22,reprise_erp
450,Nord Logistics SA,DK,  DK11785581 ,2024-01-21,crm
451,Granit Distribution Lda,FI,FI06690005,2025-05-19,saisie_manuelle
452,Lusitania Industries Oy,PL,pl8883989277,2025-08-31,crm
453,Lusitania Distribution SARL,DK,DK15238933,2025-05-07,crm
454,Meridian Trading NV,IT,IT 1163 9877643,2024-11-17,crm
455,Vertex Logistics NV,IT,IT77604366017,2024-08-21,crm
456,Batavia Trading GmbH,IT,IT2170405537,2024-08-16,reprise_erp
457,Vertex Distribution Lda,FR,FR51408870533,2025-07-09,import_fournisseur
458,Prima Distribution SARL,FR,FR28627758567,2025-07-04,portail_client
459,Papyrus Logistics A/S,SE,SE6547921566010,2025-09-06,crm
460,Vertex Transports Lda,PT,pt669325872,2024-12-20,reprise_erp
461,Ardent Industries SARL,IT,  IT66187911277 ,2025-06-27,saisie_manuelle
462,Verso Consulting SpA,SE,SE9560064835015,2024-08-07,portail_client
463,Nord Services Lda,PL,PL56392099417,2024-09-07,reprise_erp
464,Global Consulting SA,SE,574057769601,2024-07-24,reprise_erp
465,Meridian Logistics SAS,PT,PT1851114326,2024-05-03,import_fournisseur
466,Batavia Services SpA,IT,IT85602766996,2024-05-22,import_fournisseur
467,Solaris Technologies Lda,FR,FR01697820680,2024-06-06,saisie_manuelle
468,Lusitania Consulting AB,BE,BE1923024282,2025-07-26,saisie_manuelle
469,Batavia Services SA,PT,  PT100405711 ,2025-03-16,crm
470,Baltic Foods SARL,IT,63884054741,2025-04-25,saisie_manuelle
471,Corvus Transports Sp. z o.o.,FI,FI43802541,2024-02-29,portail_client
472,Verso Foods A/S,PT,-,2024-12-15,import_fournisseur
473,Nord Trading AB,NL,NL271163811B09,2025-06-24,portail_client
474,Lusitania Transports AB,NL,NL217532469B71,2025-08-16,crm
475,Metallo Transports Lda,BE,BE1378228161,2024-09-05,reprise_erp
476,Metallo Technologies BV,BE,BE 1791 740745,2024-01-02,import_fournisseur
477,Baltic Transports Lda,SE,SE117405476301,2025-06-14,reprise_erp
478,Ardent Trading NV,NL,NL870506365B53,2025-06-23,import_fournisseur
479,Azur Industries SA,IT,it93165466801,2024-05-01,saisie_manuelle
480,Baltic Industries SARL,FI,FI86630272,2024-06-12,portail_client
481,Nord Services Sp. z o.o.,LU,LU26235370,2025-01-26,saisie_manuelle
482,Azur Materials Lda,NL,NL 7256 01607B47,2024-04-06,saisie_manuelle
483,Fabrica Industries Sp. z o.o.,PT,238430596,2024-12-01,portail_client
484,Verso Services GmbH,FI,FI71804321,2024-11-03,import_fournisseur
485,Lusitania Foods Oy,SE,SE54674K407201,2024-03-13,crm
486,Nord Consulting Lda,LU,LU80155319,2025-09-26,crm
487,Baltic Transports GmbH,IT,IT75472618331,2024-02-23,crm
488,Atlantic Foods SAS,BE,BE-0549822625,2024-07-20,reprise_erp
489,Vertex Services SA,DK,DK29101531,2024-11-25,portail_client
490,Cobalt Logistics Sp. z o.o.,LU,lu12999555,2024-05-29,reprise_erp
491,Azur Industries Lda,FR,FR 1195 0538631,2024-11-10,crm
492,Global Materials Lda,FR,FR941072657962,2024-11-19,portail_client
493,Kappa Foods SAS,PT,PT823046656,2025-09-13,crm
494,Fabrica Technologies SAS,PT,686019431,2025-04-29,import_fournisseur
495,Verso Foods NV,BE,BE1254132992,2024-08-17,crm
496,Lumen Technologies Sp. z o.o.,DK,DK71704289,2024-05-15,reprise_erp
497,Vertex Distribution AB,PL,PL 7680 545209,2024-06-19,saisie_manuelle
498,Azur Logistics A/S,UK,UK4089940044,2024-04-30,reprise_erp
499,Global Technologies AB,NL,  NL116283208B83 ,2024-02-28,reprise_erp
500,Global Transports Sp. z o.o.,LU,LU63679605,2025-05-02,import_fournisseur
501,Lumen Technologies Sp. z o.o.,FI,FI82992794,2024-04-27,crm
502,Nord Consulting BV,BE,BE0772804984,2024-07-23,reprise_erp
503,Cobalt Materials GmbH,IT,IT99914078446,2025-08-26,crm
504,Vela Technologies BV,BE,BE2626269930,2025-03-28,reprise_erp
505,Metallo Transports AB,PL,PL6805910467,2024-09-11,crm
506,Orion Consulting SA,NL,  NL846540186B70 ,2024-02-20,import_fournisseur
507,Solaris Trading Lda,LU,null,2024-08-25,import_fournisseur
508,Kappa Technologies Oy,FI,FI38276977,2025-09-18,import_fournisseur
509,Fabrica Transports SARL,BE,BE1654999647,2025-08-08,portail_client
510,Lusitania Industries Sp. z o.o.,SE,SE187824451401,2024-01-16,crm
511,Corvus Transports AB,IT,IT.32774208907,2025-01-17,crm
512,Global Logistics A/S,IT,IT.51983737191,2024-10-29,reprise_erp
513,Papyrus Transports A/S,PT,PT356604683,2025-03-25,portail_client
514,Kappa Transports AB,PT,PT284947578,2024-02-03,crm
515,Papyrus Logistics SA,ZZ,ZZ32028219,2024-09-24,reprise_erp
516,Fabrica Consulting Lda,NL,160554433B57,2025-04-14,crm
517,Orion Technologies A/S,LU,LU92251934,2024-08-10,portail_client
518,Global Technologies A/S,IT,IT02378029991,2025-09-09,crm
519,Cobalt Trading SA,DK,dk00265454,2025-03-10,crm
520,Hanse Trading SA,IT,IT34276306346,2025-07-18,portail_client
521,Global Trading A/S,QQ,QQ0637779354,2024-08-24,saisie_manuelle
522,Lumen Distribution NV,IT,IT75394131108,2024-04-28,reprise_erp
523,Vela Transports Oy,LU,LU32397515,2025-02-08,portail_client
524,Alpine Foods SAS,FR,FR 0914 2394156,2024-11-21,crm
525,Nord Materials Oy,SE,SE571434076601,2024-02-12,import_fournisseur
526,Lusitania Services AB,SE,SE21790929O401,2025-04-18,crm
527,Granit Transports SA,SE,SE805736813501,2025-03-28,crm
528,Global Trading BV,SE,395554408901,2024-04-18,reprise_erp
529,Global Transports BV,SE,SE.732523052701,2024-07-24,portail_client
530,Prima Consulting SARL,QQ,QQ72558658,2024-09-12,saisie_manuelle
531,Global Distribution BV,DK,DK25594511,2025-01-22,saisie_manuelle
532,Nord Trading SpA,PT,null,2024-02-05,import_fournisseur
533,Nord Services A/S,DK,DK 6863 4067,2024-07-08,import_fournisseur
534,Nord Industries SA,PT,PT.700778780,2025-06-29,reprise_erp
535,Hanse Technologies A/S,PL,PL5757605262,2024-05-26,import_fournisseur
536,Delta Foods A/S,SE,SE668893602701,2024-09-23,portail_client
537,Meridian Services SA,FR,83978048922,2025-08-05,saisie_manuelle
538,Orion Technologies BV,FI,FI.18564496,2025-02-21,saisie_manuelle
539,Papyrus Industries SA,BE,0282330178,2025-01-16,reprise_erp
540,Delta Trading SARL,FR,FR003433647676,2024-09-02,portail_client
541,Lusitania Trading Lda,PL,PL4686491192,2025-03-21,crm
542,Metallo Materials Oy,NL,NL0K4394479B41,2024-07-28,import_fournisseur
543,Prima Foods BV,ZZ,ZZ236109235,2024-12-29,portail_client
544,Cobalt Technologies GmbH,NL,NL105427135B685,2025-03-13,reprise_erp
545,Metallo Materials SA,DK,DK33111827,2025-06-27,import_fournisseur
546,Orion Logistics AB,BE,BE0342021494,2024-04-22,saisie_manuelle
547,Batavia Foods SA,PT,PT691368332,2025-04-07,import_fournisseur
548,Atlantic Distribution Oy,DK,DK44945894,2024-02-22,crm
549,Orion Trading BV,IT,IT62639576164,2024-06-15,saisie_manuelle
550,Cobalt Transports SA,PL,1151018694,2025-04-09,saisie_manuelle
551,Global Transports A/S,NL,NL777768240B52,2024-12-29,portail_client
552,Nord Trading BV,NL,NL807011824B19,2024-04-24,saisie_manuelle
553,Lumen Distribution SA,BE,be0313668207,2025-04-09,import_fournisseur
554,Delta Transports NV,DK,DK04068289,2024-11-18,import_fournisseur
555,Cobalt Transports Oy,LU,LU63367281,2025-08-28,import_fournisseur
556,Baltic Distribution GmbH,IT,IT67753673945,2024-02-23,crm
557,Vertex Trading SARL,LU,LU20172854,2024-08-12,portail_client
558,Textil Transports NV,DK,DK83991011,2025-06-05,import_fournisseur
559,Lusitania Distribution BV,FR,FR75800164306,2024-01-28,portail_client
560,Azur Services SA,PT,PT178581496,2025-06-29,saisie_manuelle
561,Cobalt Foods A/S,FI,FI94477124,2024-04-28,reprise_erp
562,Corvus Logistics Sp. z o.o.,LU,LU20807784,2025-01-25,saisie_manuelle
563,Cobalt Trading GmbH,SE,SE.438574666601,2024-02-15,reprise_erp
564,Fabrica Transports Lda,PL,PL9154671051,2025-03-22,saisie_manuelle
565,Lumen Technologies SpA,PT,PT334705454,2024-07-05,crm
566,Delta Foods SARL,NL,NL.773619264B10,2024-04-30,reprise_erp
567,Batavia Technologies GmbH,NL,NL991494520B54,2024-07-15,reprise_erp
568,Lusitania Distribution SpA,FR,FR.16922728668,2025-03-28,reprise_erp
569,Granit Foods Oy,BE,BE044727650,2025-01-12,portail_client
570,Vela Foods SpA,SE,SE932341925001,2024-05-25,saisie_manuelle
571,Kappa Foods Lda,FR,FR02776035434,2025-01-05,crm
572,Cobalt Materials GmbH,DK,DK66766160,2024-02-26,portail_client
573,Verso Distribution AB,PL,PL 2171 649458,2024-06-30,saisie_manuelle
574,Vela Logistics A/S,BE,BE155785909,2024-01-07,crm
575,Textil Consulting SAS,PL,PL2955021979,2024-01-23,portail_client
576,Nord Services BV,IT,IT088961045130,2025-03-13,saisie_manuelle
577,Vertex Materials AB,BE,BE.0602077416,2024-11-16,import_fournisseur
578,Lusitania Transports Lda,FR,FR0922185G623,2025-01-07,import_fournisseur
579,Prima Industries NV,PT,PT309988187,2024-02-27,saisie_manuelle
580,Lusitania Industries A/S,NL,NL.258876116B36,2025-07-27,import_fournisseur
581,Metallo Distribution A/S,DK,DK5523382H,2024-06-08,crm
582,Orion Materials Oy,IT,IT28563441824,2025-02-26,portail_client
583,Papyrus Materials SARL,SE,SE-754507480401,2024-08-25,saisie_manuelle
584,Meridian Foods Lda,LU,LU41022825,2025-07-13,saisie_manuelle
585,Textil Trading GmbH,LU,LU70981237,2024-11-30,saisie_manuelle
586,Delta Transports BV,LU,lu32958316,2025-03-06,crm
587,Baltic Industries AB,UK,UK14286084232,2025-04-11,portail_client
588,Granit Distribution Lda,NL,NL.391983775B24,2025-06-04,crm
589,Lusitania Industries Sp. z o.o.,SE,SE187824451401,2024-04-01,saisie_manuelle
590,Meridian Consulting SpA,FR,FR41766744981,2024-07-09,import_fournisseur
591,Fabrica Consulting SpA,ZZ,ZZ1545654242,2024-05-24,saisie_manuelle
592,Cobalt Consulting SA,BE,BE0963975310,2024-03-03,reprise_erp
593,Metallo Materials SpA,FR,FR29242025417,2024-11-30,reprise_erp
594,Metallo Consulting NV,FI,FI.94668772,2024-10-15,saisie_manuelle
595,Ardent Distribution GmbH,ZZ,ZZ0932368849,2025-07-23,saisie_manuelle
596,Verso Services Lda,NL,NL240734411B40,2024-07-12,reprise_erp
597,Metallo Foods SpA,FI,FI75234493,2024-08-26,import_fournisseur
598,Metallo Distribution A/S,SE,SE337094873301,2025-08-31,crm
599,Vela Industries SARL,BE,BE1126856423,2025-06-19,import_fournisseur
600,Papyrus Consulting Sp. z o.o.,FR,FR80630247758,2025-08-02,reprise_erp
601,Azur Trading SAS,DK,DK21520349,2024-12-21,crm
602,Corvus Consulting GmbH,PL,PL481853459,2025-07-17,import_fournisseur
603,Baltic Consulting Sp. z o.o.,FI,FI73681H47,2024-07-24,saisie_manuelle
604,Metallo Foods BV,NL,NL94106585OB46,2024-02-17,portail_client
605,Metallo Services Oy,PT,433384956,2024-01-27,reprise_erp
606,Metallo Industries NV,FR,FR58722429796,2025-05-07,portail_client
607,Baltic Consulting SA,DK,DK61828400,2024-01-07,reprise_erp
608,Lumen Technologies SpA,IT,IT.43229003462,2024-11-22,portail_client
609,Nord Consulting NV,LU,LU512803741,2024-06-28,import_fournisseur
610,Cobalt Technologies NV,PT,PT611577020,2024-07-11,portail_client
611,Solaris Industries SpA,FI,FI10002173,2024-05-12,crm
612,Ardent Trading Oy,LU,LU93305770,2024-07-26,crm
613,Fabrica Distribution SAS,PT,PT658564900,2025-08-08,saisie_manuelle
614,Solaris Distribution BV,IT,IT33223556631,2024-05-19,saisie_manuelle
615,Atlantic Transports SA,FI,FI0310277G,2025-05-25,import_fournisseur
616,Solaris Materials SAS,UK,UK52393045,2024-06-28,crm
617,Hanse Industries SA,PL,PL8155310608,2025-01-03,saisie_manuelle
618,Atlantic Distribution Lda,PT,PT557467896,2024-01-14,portail_client
619,Kappa Transports GmbH,FR,FR67220954459,2024-05-01,saisie_manuelle
620,Lusitania Transports A/S,IT,IT47552322579,2025-05-23,import_fournisseur
621,Fabrica Trading Oy,PT,PT434410147,2024-08-17,saisie_manuelle
622,Solaris Materials SA,DK,DK17987437,2024-07-06,reprise_erp
623,Alpine Trading SAS,SE,227489464701,2024-08-20,reprise_erp
624,Alpine Services AB,FR,N/A,2024-09-23,import_fournisseur
625,Ardent Foods AB,ZZ,ZZ20474878822,2025-09-28,saisie_manuelle
626,Vertex Logistics SAS,DK,DK05715636,2025-02-23,crm
627,Global Technologies SpA,PL,PL59034180347,2024-10-01,import_fournisseur
628,Papyrus Technologies Oy,DK,DK00272787,2025-06-28,reprise_erp
629,Metallo Consulting SpA,LU,LU64665065,2024-12-03,crm
630,Lusitania Materials SARL,XX,XX82647147,2024-12-04,portail_client
631,Lusitania Consulting Sp. z o.o.,BE,BE 0194 844096,2024-09-09,reprise_erp
632,Delta Transports Sp. z o.o.,FI,FI77333700,2024-06-20,reprise_erp
633,Solaris Distribution Sp. z o.o.,IT,IT9004918307H,2024-11-20,portail_client
634,Orion Industries AB,UK,UK81283302006,2024-05-08,crm
635,Fabrica Industries SpA,PT,PT6H0268947,2025-07-06,crm
636,Global Industries Oy,FR,FR2216648349,2025-09-23,import_fournisseur
637,Alpine Transports Sp. z o.o.,FR,FR.87411489351,2024-04-12,import_fournisseur
638,Metallo Consulting GmbH,PT,PT356203298,2025-05-01,portail_client
639,Granit Materials Lda,QQ,QQ456302906B40,2024-04-05,import_fournisseur
640,Papyrus Materials A/S,BE,BE0801787620,2025-01-04,saisie_manuelle
641,Corvus Services GmbH,IT,IT-55553299044,2024-01-07,saisie_manuelle
642,Cobalt Foods SA,FI,FI32947629,2025-01-01,saisie_manuelle
643,Hanse Transports Lda,LU,LU21776872,2024-12-28,crm
644,Vela Consulting SA,SE,SE440288117301,2024-01-28,portail_client
645,Ardent Materials A/S,DK,48142036,2024-09-03,reprise_erp
646,Textil Logistics BV,NL,nl589637186b20,2025-06-26,crm
647,Metallo Services SARL,FR,FR.40699751575,2024-06-16,reprise_erp
648,Atlantic Services Lda,IT,IT02671597447,2025-02-17,reprise_erp
649,Fabrica Technologies Lda,FI,FI45920900,2024-09-17,portail_client
650,Ardent Logistics NV,UK,UK067921461901,2025-03-02,saisie_manuelle
651,Baltic Distribution Lda,PL,PL6392206862,2024-02-08,import_fournisseur
652,Hanse Foods BV,NL,NL094087738B92,2025-06-08,crm
653,Ardent Services Oy,FI,FI04060465,2025-04-12,reprise_erp
654,Batavia Distribution GmbH,PL,PL 4451 865365,2024-12-18,reprise_erp
655,Hanse Consulting Lda,DK,DK22454705,2025-03-19,crm
656,Alpine Services GmbH,BE,BE1695673826,2024-10-24,portail_client
657,Textil Foods SA,IT,IT39892841154,2024-04-05,crm
658,Vertex Trading SpA,BE,BE11H5207112,2024-08-31,portail_client
659,Textil Materials Oy,IT,IT-10877293604,2025-09-08,reprise_erp
660,Lumen Industries GmbH,DK,DK65884003,2024-11-12,crm
661,Batavia Transports Oy,FI,FI22567999,2025-02-14,reprise_erp
662,Verso Transports Lda,PT,PT612775869,2024-05-29,saisie_manuelle
663,Papyrus Trading SARL,LU,50324640,2025-07-07,portail_client
664,Delta Consulting GmbH,DK,DK23746751,2024-07-28,crm
665,Fabrica Industries AB,LU,LU.49481867,2025-01-14,portail_client
666,Corvus Industries SpA,PT,PT181112612,2024-07-11,portail_client
667,Vela Industries SAS,BE,be0451772154,2025-04-02,crm
668,Delta Services A/S,FR,FR63528484914,2025-01-29,saisie_manuelle
669,Ardent Industries BV,BE,BE7749713219,2025-02-09,crm
670,Vertex Distribution Sp. z o.o.,FR,N/A,2025-05-16,crm
671,Delta Consulting GmbH,DK,DK23746751,2024-04-03,import_fournisseur
672,Azur Transports SA,LU,LU2907043H,2025-03-15,crm
673,Meridian Technologies SpA,IT,65678084248,2025-07-03,crm
674,Corvus Industries Sp. z o.o.,FR,FR12838044595,2024-08-10,reprise_erp
675,Cobalt Logistics AB,SE,SE.240328410801,2025-01-30,import_fournisseur
676,Solaris Transports SARL,NL,NL417223316B27,2025-04-30,portail_client
677,Fabrica Foods GmbH,PT,PT.742042260,2025-07-15,portail_client
678,Ardent Distribution SAS,SE,SE-481781939601,2025-02-09,saisie_manuelle
679,Vertex Trading NV,PT,null,2024-12-29,saisie_manuelle
680,Meridian Distribution SAS,BE,1953621273,2025-04-07,portail_client
681,Baltic Industries SpA,LU,LU 7723 0855,2025-03-05,reprise_erp
682,Corvus Trading GmbH,FI,FI-05833976,2025-03-05,import_fournisseur
683,Textil Trading Oy,PL,PL37905352915,2024-08-02,reprise_erp
684,Hanse Technologies SAS,FR,FR 8111 8731709,2025-07-26,import_fournisseur
685,Orion Materials SAS,IT,IT61786884577,2025-06-15,import_fournisseur
686,Batavia Foods SpA,FR,FR49576049909,2025-02-24,portail_client
